job_title_short,job_title,job_location,job_via,job_schedule_type,job_work_from_home,search_location,job_posted_date,job_no_degree_mention,job_health_insurance,job_country,salary_rate,salary_year_avg,salary_hour_avg,company_name,job_skills,job_type_skills
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Joboko,Full-time,FALSE,Vietnam,07/06/2023 23:52,FALSE,FALSE,Vietnam,,,,NGÇN HÄNG TMCP QU?C T? VIÜT NAM (VIB),"['sql', 'mongodb', 'mongodb', 'sql server', 'mysql', 'oracle', 'cognos', 'tableau']","{'analyst_tools': ['cognos', 'tableau'], 'cloud': ['oracle'], 'databases': ['mongodb', 'sql server', 'mysql'], 'programming': ['sql', 'mongodb']}"
Data Engineer,"Junior Data Engineer, Visily (contract)","Ho Chi Minh City, Vietnam",via Recruit.net,Contractor,FALSE,Vietnam,01/03/2023 23:32,TRUE,FALSE,Vietnam,,,,Visily,,
Data Engineer,Data Engineer Intern,"Ho Chi Minh City, Vietnam",via Joboko.com,Internship,FALSE,Vietnam,10/11/2023 00:26,FALSE,FALSE,Vietnam,,,,Há Thëng C?a H‡ng Tián L?i 7-Eleven,"['sql', 'python', 'r', 'airflow', 'react', 'docker', 'kubernetes', 'jira', 'google chat']","{'async': ['jira'], 'libraries': ['airflow', 'react'], 'other': ['docker', 'kubernetes'], 'programming': ['sql', 'python', 'r'], 'sync': ['google chat']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via TopCV,Full-time,FALSE,Vietnam,31/10/2023 23:45,TRUE,FALSE,Vietnam,,,,EDUPIA,"['sql', 'python', 'r']","{'programming': ['sql', 'python', 'r']}"
Data Scientist,DATA SCIENTIST (FPT PLAY - HCM),Vietnam,via Laimoon.com,Full-time,FALSE,Vietnam,20/01/2023 00:09,FALSE,FALSE,Vietnam,,,,CÙng ty Cï ph?n ViÖn thÙng FPT Telecom,"['c++', 'java', 'python', 'sql', 'r', 'mysql', 'hadoop', 'spark', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'databases': ['mysql'], 'libraries': ['hadoop', 'spark'], 'programming': ['c++', 'java', 'python', 'sql', 'r']}"
Data Engineer,"Data Engineer Intern, KMS Healthcare","Ho Chi Minh City, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,16/08/2023 23:50,FALSE,FALSE,Vietnam,,,,KMS Technology,"['python', 'java', 'scala', 'sql', 'sql server', 'mysql', 'tableau']","{'analyst_tools': ['tableau'], 'databases': ['sql server', 'mysql'], 'programming': ['python', 'java', 'scala', 'sql']}"
Data Scientist,IT DATABASE,"Hanoi, Vietnam",via TopDev,Full-time,FALSE,Vietnam,05/11/2023 00:00,TRUE,FALSE,Vietnam,,,,MOBIFONE PLUS,"['sql', 'nosql', 'mongodb', 'mongodb']","{'databases': ['mongodb'], 'programming': ['sql', 'nosql', 'mongodb']}"
Data Engineer,Data Engineer (Asia Pacific Team),Vietnam,via Whatjobs? Jobs In The Vietnam,Full-time,FALSE,Vietnam,08/01/2023 23:41,FALSE,FALSE,Vietnam,,,,JAC Recruitment,"['sql', 'python', 'java', 'azure']","{'cloud': ['azure'], 'programming': ['sql', 'python', 'java']}"
Data Engineer,Data Engineer - 13T L??NG - UPTO 2500$ - ?I LÄM SAU T?T,"Hanoi, Vietnam",via StudentJob.vn,Full-time,FALSE,Vietnam,29/12/2023 00:23,TRUE,FALSE,Vietnam,,,,Viettel Post (A Member of Viettel Group),['spark'],{'libraries': ['spark']}
Data Engineer,Data Analyst/Data Engineer (SQL/ASP.NET/C#),"Ho Chi Minh City, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,22/02/2023 23:38,TRUE,FALSE,Vietnam,,,,TPF Vietnam,,
Data Engineer,DATA ENGINEERING,"Ho Chi Minh City, Vietnam",via TopDev,Full-time,FALSE,Vietnam,10/11/2023 23:46,FALSE,FALSE,Vietnam,,,,EMESOFT,"['sql', 'python', 'scala', 'databricks', 'azure', 'aws', 'hadoop', 'spark']","{'cloud': ['databricks', 'azure', 'aws'], 'libraries': ['hadoop', 'spark'], 'programming': ['sql', 'python', 'scala']}"
Data Engineer,Data Engineer (Manager Level),"Ho Chi Minh City, Vietnam",via VietNamWorks,Full-time,FALSE,Vietnam,07/03/2023 00:12,TRUE,FALSE,Vietnam,,,,Abbott,,
Data Scientist,Big Data (Data Engineer/ Data Scientist),"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam  (+1 other)",via Joboko.com,Full-time,FALSE,Vietnam,26/10/2023 00:04,FALSE,FALSE,Vietnam,,,,NGÇN HÄNG TMCP CîNG TH??NG VIÜT NAM,"['sql', 'nosql', 'java', 'python', 'scala', 'r', 'c++', 'elasticsearch', 'aws', 'oracle', 'hadoop', 'kafka', 'spark', 'airflow', 'pyspark', 'scikit-learn', 'tensorflow', 'keras', 'pytorch', 'pandas', 'numpy']","{'cloud': ['aws', 'oracle'], 'databases': ['elasticsearch'], 'libraries': ['hadoop', 'kafka', 'spark', 'airflow', 'pyspark', 'scikit-learn', 'tensorflow', 'keras', 'pytorch', 'pandas', 'numpy'], 'programming': ['sql', 'nosql', 'java', 'python', 'scala', 'r', 'c++']}"
Data Scientist,TuyÉn d?ng Fresher Data/AI t?i BÏnh ?ãnh,"Ho Chi Minh City, Vietnam",via Joboko,Full-time,FALSE,Vietnam,10/01/2023 23:41,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH Ph?n M?m FPT Hì ChÌ Minh,,
Data Scientist,Data Scientist (Middle/Senior),"Ho Chi Minh City, Vietnam",via TopCV,Full-time,FALSE,Vietnam,17/10/2023 23:30,FALSE,FALSE,Vietnam,,,,CîNG TY TNHH AMARIS VIÜT NAM,['python'],{'programming': ['python']}
Data Analyst,Data Analyst (English),"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via Joboko.com,Full-time,FALSE,Vietnam,28/08/2023 23:37,TRUE,FALSE,Vietnam,,,,CîNG TY TNHH TH??NG M?I DU LäCH TUÜ ANH,,
Data Engineer,Nh‚n viÍn ??m b?o Ch?t l??ng ATTT,"Hanoi, Vietnam",via HR1Tech,Full-time,FALSE,Vietnam,20/11/2023 23:30,TRUE,FALSE,Vietnam,,,,CîNG TY TNHH CîNG NGHÜ S? NGS,,
Data Engineer,Data Engineer (Senior),Vietnam,via NodeFlair,Full-time,FALSE,Vietnam,17/10/2023 23:30,TRUE,FALSE,Vietnam,,,,Synodus,"['sql', 'python', 'java', 'bash', 'nosql', 'mongodb', 'mongodb', 'sql server', 'mysql', 'postgresql', 'neo4j', 'cassandra', 'aws', 'gcp', 'kafka', 'spark', 'hadoop', 'airflow', 'spring', 'fastapi', 'linux', 'git']","{'cloud': ['aws', 'gcp'], 'databases': ['mongodb', 'sql server', 'mysql', 'postgresql', 'neo4j', 'cassandra'], 'libraries': ['kafka', 'spark', 'hadoop', 'airflow', 'spring'], 'os': ['linux'], 'other': ['git'], 'programming': ['sql', 'python', 'java', 'bash', 'nosql', 'mongodb'], 'webframeworks': ['fastapi']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via TopCV,Full-time,FALSE,Vietnam,26/11/2023 23:47,TRUE,FALSE,Vietnam,,,,CÙng ty CP Gi?i ph·p Thanh to·n Viát Nam (VNPAY),"['java', 'scala', 'python', 'nosql', 'mongo', 'sql', 'redis', 'cassandra', 'oracle', 'bigquery', 'hadoop', 'spark', 'kafka', 'airflow', 'docker', 'kubernetes']","{'cloud': ['oracle', 'bigquery'], 'databases': ['redis', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka', 'airflow'], 'other': ['docker', 'kubernetes'], 'programming': ['java', 'scala', 'python', 'nosql', 'mongo', 'sql']}"
Data Engineer,Data Engineer,"Hanoi, Vietnam",via TopDev,Full-time,FALSE,Vietnam,29/11/2023 23:30,TRUE,FALSE,Vietnam,,,,CîNG TY Cî PH?N THI?T Bä VÄ TRUYÄN THîNG NGS,"['nosql', 'java', 'scala', 'sql', 'mongodb', 'mongodb', 'neo4j', 'cassandra', 'oracle', 'hadoop', 'spark', 'kafka']","{'cloud': ['oracle'], 'databases': ['mongodb', 'neo4j', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['nosql', 'java', 'scala', 'sql', 'mongodb']}"
Data Engineer,Data Engineer,"Bien Hoa, Dong Nai, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,09/02/2023 23:31,FALSE,FALSE,Vietnam,,,,Schaeffler,"['sql', 'python', 'java', 'azure']","{'cloud': ['azure'], 'programming': ['sql', 'python', 'java']}"
Data Engineer,3 Data Engineer/Big Data (Database/Python/Scala) ~$2000,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,23/03/2023 23:30,FALSE,FALSE,Vietnam,,,,Giao H‡ng Ti?t Kiám,"['hadoop', 'kafka', 'spark']","{'libraries': ['hadoop', 'kafka', 'spark']}"
Data Analyst,Data Analyst,Vietnam  (+1 other),via Joboko.com,Full-time,FALSE,Vietnam,30/07/2023 23:37,FALSE,FALSE,Vietnam,,,,Great Deals E-commerce Corporation,"['sql', 'excel', 'power bi', 'tableau']","{'analyst_tools': ['excel', 'power bi', 'tableau'], 'programming': ['sql']}"
Data Scientist,Internship Data Specialist,"Hanoi, Vietnam",via TopDev,Internship,FALSE,Vietnam,08/11/2023 23:51,FALSE,FALSE,Vietnam,,,,CÙng ty cï ph?n CÙng nghá B?ng H?u (AMIGO),"['couchbase', 'vmware', 'ibm cloud', 'watson', 'redhat']","{'cloud': ['vmware', 'ibm cloud', 'watson'], 'databases': ['couchbase'], 'os': ['redhat']}"
Data Engineer,Data Engineer (Hybrid),"Ho Chi Minh City, Vietnam",via Talent.com,Full-time,FALSE,Vietnam,09/07/2023 23:53,TRUE,FALSE,Vietnam,,,,Knorex,"['python', 'scala', 'mongodb', 'mongodb', 'spark']","{'databases': ['mongodb'], 'libraries': ['spark'], 'programming': ['python', 'scala', 'mongodb']}"
Data Engineer,Data Engineer ETL,"Ho Chi Minh City, Vietnam",via PNJ,Full-time,FALSE,Vietnam,05/01/2023 23:51,TRUE,FALSE,Vietnam,,,,CÙng Ty CP V‡ng B?c ?· Qu˝ Ph˙ Nhu?n - PNJ,,
Data Engineer,Data Engineer,Vietnam,via Laimoon.com,Contractor,FALSE,Vietnam,05/01/2023 23:51,FALSE,FALSE,Vietnam,,,,6 reviews,"['sql', 'oracle', 'aws', 'redshift', 'tableau', 'power bi', 'cognos', 'sap']","{'analyst_tools': ['tableau', 'power bi', 'cognos', 'sap'], 'cloud': ['oracle', 'aws', 'redshift'], 'programming': ['sql']}"
Data Analyst,Mobile Engineer,Vietnam,via NodeFlair,Full-time,FALSE,Vietnam,13/10/2023 00:07,TRUE,FALSE,Vietnam,,,,Snaptec,"['react', 'graphql', 'git']","{'libraries': ['react', 'graphql'], 'other': ['git']}"
Data Engineer,Data Engineer II,Vietnam  (+1 other),via Joboko.com,Full-time,FALSE,Vietnam,14/11/2023 23:52,TRUE,FALSE,Vietnam,,,,ZALORA Engineering,"['php', 'golang', 'python', 'sql', 'no-sql', 'mongodb', 'mongodb', 'r', 'nosql', 'mysql', 'postgresql', 'elasticsearch', 'aws', 'redshift', 'bigquery', 'gcp', 'azure', 'airflow', 'linux', 'tableau', 'power bi', 'docker', 'git', 'jenkins', 'ansible', 'terraform', 'jira']","{'analyst_tools': ['tableau', 'power bi'], 'async': ['jira'], 'cloud': ['aws', 'redshift', 'bigquery', 'gcp', 'azure'], 'databases': ['mongodb', 'mysql', 'postgresql', 'elasticsearch'], 'libraries': ['airflow'], 'os': ['linux'], 'other': ['docker', 'git', 'jenkins', 'ansible', 'terraform'], 'programming': ['php', 'golang', 'python', 'sql', 'no-sql', 'mongodb', 'r', 'nosql']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via VietNamWorks,Full-time,FALSE,Vietnam,27/03/2023 23:30,TRUE,FALSE,Vietnam,month,,,CÙng Ty Cï Ph?n CÙng Nghá Ihouzz,,
Data Engineer,Data Engineer/Business Intelligence Engineer,"Ho Chi Minh City, Vietnam",via Joboko.com,Full-time,FALSE,Vietnam,10/11/2023 23:46,FALSE,FALSE,Vietnam,,,,ELCA Information Technology (Vietnam) Limited,"['sql', 'python', 'azure']","{'cloud': ['azure'], 'programming': ['sql', 'python']}"
Data Analyst,Fresher Data Analysis,"Hanoi, Vietnam",via Joboko,Full-time,FALSE,Vietnam,25/11/2023 23:45,TRUE,FALSE,Vietnam,,,,cÙng ty tnhh th??ng m?i skyward,['power bi'],{'analyst_tools': ['power bi']}
Data Analyst,Data Analyst (Digital Transformation Office),"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,23/03/2023 23:30,TRUE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n Ch?ng Kho·n SSI,"['r', 'python', 'java', 'sql', 'oracle', 'azure', 'gcp', 'aws', 'snowflake']","{'cloud': ['oracle', 'azure', 'gcp', 'aws', 'snowflake'], 'programming': ['r', 'python', 'java', 'sql']}"
Data Engineer,Senior / Data Engineer,"Ho Chi Minh City, Vietnam",via TopDev,Full-time,FALSE,Vietnam,13/05/2023 23:43,TRUE,FALSE,Vietnam,,,,Yes4All Trading Services Company Limited,"['python', 'sql', 'oracle', 'airflow', 'spark', 'kafka']","{'cloud': ['oracle'], 'libraries': ['airflow', 'spark', 'kafka'], 'programming': ['python', 'sql']}"
Data Analyst,TuyÉn d?ng Data Analytics t?i H‡ Nôi - CÙng Ty TNHH Ernst & Young...,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Joboko,Full-time,FALSE,Vietnam,21/01/2023 23:33,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH Ernst & Young Vietnam,"['c', 'scala', 'sql', 'sql server', 'oracle', 'aws', 'azure', 'ibm cloud', 'spark', 'pyspark']","{'cloud': ['oracle', 'aws', 'azure', 'ibm cloud'], 'databases': ['sql server'], 'libraries': ['spark', 'pyspark'], 'programming': ['c', 'scala', 'sql']}"
Data Scientist,"Data Scientist - FPT Play - FPT Telecom  - Truy?n HÏnh FPT, Hì ChÌ...","Ho Chi Minh City, Vietnam",via CareerLink,Full-time,FALSE,Vietnam,17/01/2023 00:03,FALSE,FALSE,Vietnam,,,,FPT Telecom  - Truy?n HÏnh FPT,"['c++', 'java', 'python', 'sql', 'r', 'mysql', 'hadoop', 'spark', 'power bi', 'tableau']","{'analyst_tools': ['power bi', 'tableau'], 'databases': ['mysql'], 'libraries': ['hadoop', 'spark'], 'programming': ['c++', 'java', 'python', 'sql', 'r']}"
Data Engineer,Data Engineer (Big Data),Vietnam,via Vi·ªác L√†m Sinh Vi√™n,Full-time,FALSE,Vietnam,28/01/2023 00:06,TRUE,FALSE,Vietnam,,,,Khëi CÙng nghá thÙng tin - Viettel Telecom,,
Data Engineer,"Middle Data Engineer SQL, Python, Oracle","Ho Chi Minh City, Vietnam",via ITviec,Full-time,FALSE,Vietnam,10/11/2023 23:46,TRUE,FALSE,Vietnam,,,,HDBank,"['sql', 'python', 'oracle']","{'cloud': ['oracle'], 'programming': ['sql', 'python']}"
Data Scientist,Viettel Telecom - K? s? Gi?i ph·p cÙng nghá (Technology  Research...,"Hanoi, Vietnam",via TopDev,Full-time,FALSE,Vietnam,08/11/2023 23:51,FALSE,FALSE,Vietnam,,,,Viettel Group,,
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via Joboko,Full-time,FALSE,Vietnam,07/06/2023 23:52,TRUE,FALSE,Vietnam,,,,CîNG TY TNHH DäCH V? TH??NG M?I YES4ALL,"['python', 'sql', 'oracle', 'airflow', 'spark', 'kafka']","{'cloud': ['oracle'], 'libraries': ['airflow', 'spark', 'kafka'], 'programming': ['python', 'sql']}"
Data Scientist,Real-Time Analyst,"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam","via S√ÄN VI·ªÜC L√ÄM ƒê√Ä N·∫¥NG, TH√îNG TIN VI·ªÜC L√ÄM TUY·ªÇN D·ª§NG M·ªöI NH·∫§T T·∫†I ƒê√Ä N·∫¥NG, T·∫†O H·ªí S∆† XIN VI·ªÜC ONLINE",Full-time,FALSE,Vietnam,28/01/2023 00:06,FALSE,FALSE,Vietnam,,,,"Gear Inc,",['excel'],{'analyst_tools': ['excel']}
Data Scientist,TH?C T?P SINH (DATA SCIENTIST - Cì L??NG),"Ho Chi Minh City, Vietnam",via CareerLink,Full-time,FALSE,Vietnam,05/06/2023 00:11,FALSE,FALSE,Vietnam,,,,FPT Telecom,['python'],{'programming': ['python']}
Data Analyst,"Data Analyst, K? S? L?p TrÏnh","Ho Chi Minh City, Vietnam",via Joboko,Full-time,FALSE,Vietnam,07/06/2023 23:52,TRUE,FALSE,Vietnam,,,,Vinpearl - Vingroup,"['sql', 'python', 'r', 'nosql', 'php', 'sql server', 'mysql', 'bigquery', 'windows', 'linux']","{'cloud': ['bigquery'], 'databases': ['sql server', 'mysql'], 'os': ['windows', 'linux'], 'programming': ['sql', 'python', 'r', 'nosql', 'php']}"
Data Analyst,"Chuyen vien Du lieu lon Big Data Data Analyst, SQL","Hanoi, Vietnam",via ITviec,Full-time,FALSE,Vietnam,10/03/2023 23:33,TRUE,FALSE,Vietnam,,,,BRG Group,"['sql', 'java', 'scala', 'python', 'oracle', 'tableau', 'power bi', 'ssis']","{'analyst_tools': ['tableau', 'power bi', 'ssis'], 'cloud': ['oracle'], 'programming': ['sql', 'java', 'scala', 'python']}"
Data Scientist,Data Science Intern,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Joboko,Internship,FALSE,Vietnam,15/02/2023 23:34,FALSE,FALSE,Vietnam,,,,CîNG TY TNHH C?C C?C,,
Data Engineer,Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,23/03/2023 23:30,TRUE,FALSE,Vietnam,,,,CÙng Ty Cï Ph?n ??u T? Th??ng M?i V‡ Ph·t TriÉn CÙng NghÍ FSI,"['nosql', 'java', 'scala', 'mongodb', 'mongodb', 'neo4j', 'cassandra', 'oracle', 'hadoop', 'spark', 'kafka']","{'cloud': ['oracle'], 'databases': ['mongodb', 'neo4j', 'cassandra'], 'libraries': ['hadoop', 'spark', 'kafka'], 'programming': ['nosql', 'java', 'scala', 'mongodb']}"
Data Scientist,Th?c T?p Sinh MÙ HÏnh (Data Scientist Intern),"Hanoi, Vietnam",via Vi·ªác L√†m 24h,Full-time and Internship,FALSE,Vietnam,08/11/2023 23:51,FALSE,FALSE,Vietnam,,,,Mcredit - CÙng Ty T‡i ChÌnh TNHH Mb Shinsei,,
Data Engineer,[HN/HCM] Data Engineer (Blockchain/Crypto/DeFi),"Ho Chi Minh City, Vietnam",via Whatjobs? Jobs In The Vietnam,Full-time,FALSE,Vietnam,05/01/2023 23:51,FALSE,FALSE,Vietnam,,,,KyberNetwork,"['java', 'scala', 'golang', 'rust', 'sql', 'nosql']","{'programming': ['java', 'scala', 'golang', 'rust', 'sql', 'nosql']}"
Data Scientist,03 Data Scientist (Python/ Pyspark/ SQL),Vietnam,via StudentJob.vn,Full-time,FALSE,Vietnam,28/11/2023 23:32,FALSE,FALSE,Vietnam,,,,Credit360.AI,,
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via Whatjobs? Jobs In The Vietnam,Full-time,FALSE,Vietnam,08/01/2023 23:41,FALSE,FALSE,Vietnam,,,,Jabil,"['sap', 'tableau']","{'analyst_tools': ['sap', 'tableau']}"
Data Analyst,Data Analyst (English),"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via CareerLink,Full-time,FALSE,Vietnam,09/09/2023 00:01,TRUE,FALSE,Vietnam,,,,CÙng Ty TNHH Th??ng M?i Du Lãch Tuá Anh,,
Data Scientist,Real-Time Analyst,"Da Nang, H·∫£i Ch√¢u District, Da Nang, Vietnam",via Whatjobs? Jobs In The Vietnam,Full-time,FALSE,Vietnam,17/01/2023 00:03,FALSE,FALSE,Vietnam,,,,Gear Inc,,
Data Scientist,[HN] CÙng Ty CÙng Nghá Pixta Vietnam TuyÉn D?ng Th?c T?p Sinh Data...,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Joboko,Full-time,FALSE,Vietnam,14/04/2023 23:31,FALSE,FALSE,Vietnam,,,,CÙng Ty TNHH Pixta Vietnam,"['python', 'pytorch', 'matplotlib', 'tensorflow', 'mxnet']","{'libraries': ['pytorch', 'matplotlib', 'tensorflow', 'mxnet'], 'programming': ['python']}"
Data Analyst,Data Analyst SQL,"Hanoi, Vietnam",via ITviec,Full-time,FALSE,Vietnam,25/02/2023 23:55,TRUE,FALSE,Vietnam,,,,K&G Viát Nam,"['sql', 'power bi', 'excel']","{'analyst_tools': ['power bi', 'excel'], 'programming': ['sql']}"
Data Scientist,Data Scientist (Fresher),"Thanh H√≥a, Thanh Hoa, Vietnam",via Joboko.com,Full-time,FALSE,Vietnam,13/10/2023 00:07,FALSE,FALSE,Vietnam,,,,CÙng ty Cï ph?n Thanh To·n Së MFast,"['python', 'r', 'pandas', 'numpy', 'scikit-learn', 'tensorflow', 'tableau', 'power bi']","{'analyst_tools': ['tableau', 'power bi'], 'libraries': ['pandas', 'numpy', 'scikit-learn', 'tensorflow'], 'programming': ['python', 'r']}"
Data Analyst,"Data Analyst (Python, SQL, English) - Bonus Up 40M",Vietnam,via StudentJob.vn,Full-time,FALSE,Vietnam,21/12/2023 23:40,FALSE,FALSE,Vietnam,,,,Saigon Technology,,
Data Engineer,"Data Engineer (Python, SQL, AWS)",Vietnam,via StudentJob.vn,Full-time,FALSE,Vietnam,13/10/2023 00:07,FALSE,FALSE,Vietnam,,,,GFT Technologies Vietnam,"['python', 'airflow']","{'libraries': ['airflow'], 'programming': ['python']}"
Data Engineer,"Site Reliability Engineer DevOps, Data, Cloud","Ho Chi Minh City, Vietnam",via ITviec,Full-time,FALSE,Vietnam,08/01/2023 23:41,TRUE,FALSE,Vietnam,,,,Limeade (Tinypulse),"['powershell', 'python', 'aws', 'azure', 'docker', 'kubernetes']","{'cloud': ['aws', 'azure'], 'other': ['docker', 'kubernetes'], 'programming': ['powershell', 'python']}"
Data Analyst,Master Data Analyst,Vietnam,via Laimoon.com,Contractor,FALSE,Vietnam,10/01/2023 23:41,FALSE,FALSE,Vietnam,,,,"5,387 reviews",,
Data Engineer,Snowflake DB Data Engineer,"Hanoi, Vietnam",via TopDev,Full-time,FALSE,Vietnam,01/09/2023 23:43,FALSE,FALSE,Vietnam,,,,EVIZI VIÜT NAM,"['sql', 'python', 'sql server', 'mysql', 'snowflake']","{'cloud': ['snowflake'], 'databases': ['sql server', 'mysql'], 'programming': ['sql', 'python']}"
Data Scientist,Data Scientist,Vietnam,via Find English Speaking Jobs In Vietnam | EnglishWorkVietNam,Full-time,FALSE,Vietnam,10/02/2023 23:54,FALSE,FALSE,Vietnam,,,,Datahouse Asia,"['r', 'python', 'sql', 'scala', 'java', 'matplotlib', 'tableau']","{'analyst_tools': ['tableau'], 'libraries': ['matplotlib'], 'programming': ['r', 'python', 'sql', 'scala', 'java']}"
Data Analyst,Web Analyst Specialist Data Analyst,"Ho Chi Minh City, Vietnam",via ITviec,Full-time,FALSE,Vietnam,03/09/2023 23:34,TRUE,FALSE,Vietnam,,,,Forix,,
Data Analyst,Data Analyst (Good English Communication),"Hanoi, Vietnam",via TopCV,Full-time,FALSE,Vietnam,22/11/2023 23:59,TRUE,FALSE,Vietnam,,,,CÙng ty TNHH ?iÉm s·ng CÙng nghá InvestIdea,"['sql', 'tableau']","{'analyst_tools': ['tableau'], 'programming': ['sql']}"
Data Engineer,CV cao cap an toan du lieu Data security / Database,"Hanoi, Vietnam",via ITviec,Full-time,FALSE,Vietnam,31/10/2023 23:45,TRUE,FALSE,Vietnam,,,,PVcomBank,['aws'],{'cloud': ['aws']}
Data Scientist,Data Scientist,"Ho Chi Minh City, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,21/04/2023 23:31,FALSE,FALSE,Vietnam,,,,VNG Corporation,,
Data Scientist,K? S? Khoa H?c D? Liáu (Data Scientist),"Hanoi, Vietnam",via TopCV,Full-time,FALSE,Vietnam,12/11/2023 23:42,FALSE,FALSE,Vietnam,,,,Tïng CÙng ty M?ng l?õi Viettel Äì Chi nh·nh T?p ëo‡n CÙng nghiáp Äì ViÖn thÙng Qu‚n ëôi,"['python', 'java', 'sql', 'docker', 'kubernetes']","{'other': ['docker', 'kubernetes'], 'programming': ['python', 'java', 'sql']}"
Data Engineer,Junior Data Engineer,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Joboko,Full-time,FALSE,Vietnam,02/06/2023 23:35,FALSE,FALSE,Vietnam,,,,CîNG TY TNHH CîNG NGHÜ VÄ GI?I PH¡P PH?N MÄM CROSSIAN,"['c#', 'java', 'python', 'sql', 'mongodb', 'mongodb', 'postgresql', 'elasticsearch', 'redis', 'mysql', 'sql server', 'aws', 'oracle', 'kafka', 'excel', 'sheets', 'kubernetes', 'flow', 'slack']","{'analyst_tools': ['excel', 'sheets'], 'cloud': ['aws', 'oracle'], 'databases': ['mongodb', 'postgresql', 'elasticsearch', 'redis', 'mysql', 'sql server'], 'libraries': ['kafka'], 'other': ['kubernetes', 'flow'], 'programming': ['c#', 'java', 'python', 'sql', 'mongodb'], 'sync': ['slack']}"
Data Engineer,Data Engineer,"Ho Chi Minh City, Vietnam",via WhatJobs,Full-time,FALSE,Vietnam,16/06/2023 23:53,TRUE,FALSE,Vietnam,,,,DIGI-TEXX VIETNAM,,
Data Engineer,Data Engineering Manager/Expert,"Hanoi, Ho√†n Ki·∫øm, Hanoi, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,12/01/2023 23:47,TRUE,FALSE,Vietnam,,,,Techcombank,"['aws', 'kafka', 'spark', 'graphql']","{'cloud': ['aws'], 'libraries': ['kafka', 'spark', 'graphql']}"
Data Analyst,Data Analyst,"Ho Chi Minh City, Vietnam",via ITviec,Full-time,FALSE,Vietnam,25/05/2023 23:30,TRUE,FALSE,Vietnam,,,,Marathon Education,"['sql', 'excel']","{'analyst_tools': ['excel'], 'programming': ['sql']}"
Data Scientist,Junior Data Scientist Fulltime,"Ho Chi Minh City, Vietnam",via TopCV,Full-time,FALSE,Vietnam,28/11/2023 23:32,FALSE,FALSE,Vietnam,,,,CîNG TY TNHH KROM,['python'],{'programming': ['python']}
Data Scientist,Data Scientist,"Hanoi, Vietnam",via TopCV,Full-time,FALSE,Vietnam,25/09/2023 23:33,FALSE,FALSE,Vietnam,,,,CÙng ty TNHH LP Technology,"['python', 'pyspark', 'hadoop', 'spark']","{'libraries': ['pyspark', 'hadoop', 'spark'], 'programming': ['python']}"
Data Scientist,Data Scientist (Mid/Sr),"C·∫ßu Gi·∫•y, Hanoi, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,17/10/2023 23:30,FALSE,FALSE,Vietnam,,,,SmartDev,"['python', 'c']","{'programming': ['python', 'c']}"
Data Engineer,Data Engineer (Hybrid),"Ho Chi Minh City, Vietnam",via Recruit.net,Full-time,FALSE,Vietnam,16/08/2023 23:50,TRUE,FALSE,Vietnam,,,,KNOREX,"['python', 'scala', 'mongodb', 'mongodb', 'spark']","{'databases': ['mongodb'], 'libraries': ['spark'], 'programming': ['python', 'scala', 'mongodb']}"
